13/may/2022 08:13:48 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [LUPO], valorSolicitud: [LUPOS], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [CHALYSHAKAM], valorSolicitud: [CHALYSHKAM], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M GEMA], valorSolicitud: [MARIA GEMA], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [XX], esAproximadaCadena: true
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SIGUENSA], valorSolicitud: [LEMA], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [LEMA], valorSolicitud: [SIGUENSA], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [CARLOS], valorSolicitud: [CARLOS ASIER], esAproximadaCadena: true
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [ROSU], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MIRIAN], valorSolicitud: [MIRIAM], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [FRANCISCO JAVIE], valorSolicitud: [FRANCISCO JAVIER], esAproximadaCadena: true
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [GARCIA], valorSolicitud: [GARCIA ESPONA], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [JOSE], valorSolicitud: [JOSE MANUEL], esAproximadaCadena: true
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [DE VICENTE], valorSolicitud: [VICENTE], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SOSA], valorSolicitud: [SOSA CONTRERAS], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [CONTRERAS], valorSolicitud: [], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [YESSICA], valorSolicitud: [JESICA], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ROJAS], valorSolicitud: [ROJAS EFFER], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [EFFER], valorSolicitud: [], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [LAZA], valorSolicitud: [LAZO], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [KAUR], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [SOODI], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [NADIE], valorSolicitud: [NEDIE], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [JESUS MARIA], valorSolicitud: [JESUS MARIA RAMON], esAproximadaCadena: true
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [BALDE], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [JUAN], valorSolicitud: [JUAN JOSE], esAproximadaCadena: true
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [VERA], valorSolicitud: [VAREA], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [IZURRATEGI], valorSolicitud: [IZURRATEGUI], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [AZKARRETAZABAL], valorSolicitud: [AZCARRETAZABAL], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ECHABE], valorSolicitud: [ECHAVE], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARTA EUGENI], valorSolicitud: [MARTA EUGENIA], esAproximadaCadena: true
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BARHOLINI], valorSolicitud: [BARTHOLINI], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M CARMEN], valorSolicitud: [CARMEN], esAproximadaCadena: true
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [BELEN], valorSolicitud: [MARIA BELEN], esAproximadaCadena: true
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [GURRUTXAGA], valorSolicitud: [GURRUCHAGA], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [IÑURRITEGI], valorSolicitud: [IÑURRITEGUI], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ETXEBARRIA], valorSolicitud: [ECHEVARRIA], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARIA ESTEFANY], valorSolicitud: [MAIRA ESTEFANY], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [FELLAH], valorSolicitud: [EL FELLAH], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ARFAOUI EP ALIBOUCH], valorSolicitud: [ARFAOUI], esAproximadaCadena: false
13/may/2022 08:13:57 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [LOPEZ], valorSolicitud: [GAMBOA], esAproximadaCadena: false
13/may/2022 08:13:58 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [GORENKO], esAproximadaCadena: false
13/may/2022 08:13:59 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [FRANCISCO], valorSolicitud: [FRANCISCO JAVIER], esAproximadaCadena: true
13/may/2022 08:13:59 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [DIALLO], esAproximadaCadena: false
13/may/2022 08:13:59 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [SCOBIOALA], esAproximadaCadena: false
13/may/2022 08:14:01 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [IAN], valorSolicitud: [YAN], esAproximadaCadena: false
13/may/2022 08:14:01 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [JUAN A], valorSolicitud: [JUAN ANTONIO], esAproximadaCadena: true
13/may/2022 08:14:02 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [LUZ], valorSolicitud: [SANTIAGO CESAR], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M. JESUS], valorSolicitud: [MARIA JESUS], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [MARTINEZ], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [EZ-ZAHOUANY], valorSolicitud: [EZ-ZAHOUANNY], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ADA], valorSolicitud: [MAX], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARGARITA], valorSolicitud: [MARGARITA MARIA MILAGROS], esAproximadaCadena: true
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [IGNACIO], valorSolicitud: [IGNACIO DOMINGO], esAproximadaCadena: true
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ESKURDIA], valorSolicitud: [EZCURDIA], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ETXEBERRIA], valorSolicitud: [ECHEVERRIA], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [EL HIRACH], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [JOSE DEYMAN], valorSolicitud: [JOSE DEYMAR], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [ED-DOUA], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MA DOLORES], valorSolicitud: [MARIA DOLORES], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M.MAR], valorSolicitud: [MARIA AFRICA DEL MAR], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [.], valorSolicitud: [], esAproximadaCadena: false
13/may/2022 08:14:03 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ARCIALA], valorSolicitud: [ARCILA], esAproximadaCadena: false
13/may/2022 08:14:04 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SARAH], valorSolicitud: [SARRA], esAproximadaCadena: false
13/may/2022 08:14:04 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [SENOUCI], esAproximadaCadena: false
13/may/2022 08:14:04 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M. PILAR], valorSolicitud: [MARIA PILAR], esAproximadaCadena: false
13/may/2022 08:14:05 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MEO EVOLI], valorSolicitud: [MEO-EVOLI], esAproximadaCadena: false
13/may/2022 08:14:06 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [WEN], esAproximadaCadena: false
13/may/2022 08:14:06 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [ATMANI], esAproximadaCadena: false
13/may/2022 08:14:07 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [EL HAOUARI], esAproximadaCadena: false
13/may/2022 08:14:09 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [GASSAMA], valorSolicitud: [SOUHAIBOU], esAproximadaCadena: false
13/may/2022 08:14:09 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SOUHAIBOU], valorSolicitud: [GASSAMA], esAproximadaCadena: false
13/may/2022 08:14:09 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [NANCY MILADIS], valorSolicitud: [NANCY MILADI], esAproximadaCadena: true
13/may/2022 08:14:09 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MUHAMMAD ABDULHAMEED MUHAMMADH], valorSolicitud: [MUHAMMAD ABDULHAMEED MUHAMMAD], esAproximadaCadena: true
13/may/2022 08:14:10 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M ISABEL], valorSolicitud: [MARIA ISABEL], esAproximadaCadena: false
13/may/2022 08:14:10 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [DE ANDRADE], valorSolicitud: [NETO], esAproximadaCadena: false
13/may/2022 08:14:10 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M JOSE], valorSolicitud: [MARIA JOSE], esAproximadaCadena: false
13/may/2022 08:14:10 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [BRATOI], esAproximadaCadena: false
13/may/2022 08:14:10 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SION], valorSolicitud: [LUN], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARTA], valorSolicitud: [MARIA PILAR], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARIA PILAR], valorSolicitud: [MARTA], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [EL YAAKOUBI], valorSolicitud: [YAAKOUBI], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [YAAKOUBI], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ANGLADA], valorSolicitud: [MARIN], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARIN], valorSolicitud: [ANGLADA], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [IJAZ], valorSolicitud: [SHAFI], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [AKHTAR], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [BENSAID], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [BENSAID], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SAMIUEL EDUARDO], valorSolicitud: [SAMUEL EDUARDO], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [NIETO], valorSolicitud: [NIETOO], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [NIETOO], valorSolicitud: [NIETO], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [KARIM AHMED HASSAN], valorSolicitud: [KARIM], esAproximadaCadena: true
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [AHMED], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [X], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [TSVOATNITSKAYA], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [JORDAN], valorSolicitud: [JORDAN EDU], esAproximadaCadena: true
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ENRIQUE], valorSolicitud: [ENRIC], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MORALES], valorSolicitud: [CARDO], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [CARDO], valorSolicitud: [MORALES], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [POSA], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M JESUS], valorSolicitud: [MARIA JESUS], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [EZ-ZAHOUANNY], valorSolicitud: [EZ-ZAHOUANY], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [TASAWAR], valorSolicitud: [TASAWAR HUSSAIN], esAproximadaCadena: true
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [HUSSAIN], valorSolicitud: [MUHAMMAD], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [NOREEN], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [HUSSAIN], valorSolicitud: [MUHAMMAD], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [NOREEN], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [RAMOS SIQUEIRA], valorSolicitud: [RAMOS], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MERDECES], valorSolicitud: [MERCEDES], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [CEFERINO], valorSolicitud: [CEFIRO], esAproximadaCadena: false
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:14:11 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [TADEVOSYAN], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [---], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARANO], valorSolicitud: [MARANO MARTINEZ], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARTINEZ], valorSolicitud: [], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [HAIDARA], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [GOMEZ], valorSolicitud: [GOMEZ PIETRI], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [PIETRI], valorSolicitud: [], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [BADEA], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [RODRIGO], valorSolicitud: [CESAR RODRIGO], esAproximadaCadena: true
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [HAIDARA], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [HEMMI], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [EL HAOUARI], valorSolicitud: [ELHAOUARI], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [SEIDULLAEVA], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [JAD], valorSolicitud: [GAD], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MIGUEL A], valorSolicitud: [MIGUEL ANGEL], esAproximadaCadena: true
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ANTONIO EUSE], valorSolicitud: [ANTONIO EUSEBIO], esAproximadaCadena: true
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARIA ARANZAZU], valorSolicitud: [ARANZAZU MARIA], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [GARAVANO], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [FLAIS], valorSolicitud: [FLAIS SBAITI], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [SBAITI], valorSolicitud: [AKRIECH], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MOISES], valorSolicitud: [MOISES VICENTE], esAproximadaCadena: true
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [GOMEZ], valorSolicitud: [CAÑO], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ROHIR RAJ], valorSolicitud: [ROHIT RAJ], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [M PILAR], valorSolicitud: [MARIA PILAR], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [FRANCISCA JAVIE], valorSolicitud: [FRANCISCA J.], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [FERREIRO], valorSolicitud: [FERREIRA], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [FUENTES], valorSolicitud: [FUENTESS], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [FUENTESS], valorSolicitud: [FUENTES], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ALEZANDRA], valorSolicitud: [ALEXANDRA], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [OSAGIE], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [XX], valorSolicitud: [], esAproximadaCadena: true
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [REVERON], valorSolicitud: [REVERON GUILARTE], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [GUILARTE], valorSolicitud: [], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ARYAN AFZAL], valorSolicitud: [ARYAN], esAproximadaCadena: true
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [ARYAN AFZAL], valorSolicitud: [KHAN], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [], valorSolicitud: [REHAN], esAproximadaCadena: false
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [MARC A], valorSolicitud: [MARC], esAproximadaCadena: true
13/may/2022 08:14:12 DEBUG Info.getInfoXmlBusquedaAproximada:402 - ---------------%% valorAnterior: [AFZAL], valorSolicitud: [KHAN], esAproximadaCadena: false
