13/may/2022 08:13:42 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VARELA, cadenaComparar: VARELA PORRAS, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: KALLMYER, cadenaComparar: KALLMEYER, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PATANZA, cadenaComparar: PATAZCA, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SAJID, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MERCEDES D. J., cadenaComparar: MERCEDES DOLORE, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MEMBREO, cadenaComparar: MEMBREO MARTINEZ, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARTINEZ, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BIGATTI, cadenaComparar: ELENA, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M CONCEPCION, cadenaComparar: MARIA CONCEPCION, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: CHAAER, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ECHAVE, cadenaComparar: ETXABE, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BEREINCUA, cadenaComparar: BEREINKUA, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BARRAKI, borrarLetraN:  false
13/may/2022 08:13:49 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NIEVES, cadenaComparar: MARIA NIEVES, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: OUSNANE ALPHA, cadenaComparar: OUSMANE ALPHA, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BLASKINA, cadenaComparar: VLASKINA, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ADRIAN, cadenaComparar: SEBASTIAN, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JUDIT, cadenaComparar: MARIA JUDIT, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: MBAYE, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: MANSOURI, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA CRUZ, cadenaComparar: MARIA CRUZ VISITACION, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CAROLINA V, cadenaComparar: CAROLINA VERONICA, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SIDIBE, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BARRANTE, cadenaComparar: BARRANTES, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: HOLLMAN, cadenaComparar: HOLLMANN, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ROMERO, cadenaComparar: ROMERO AVILA, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SIDIBE, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: AL FARHAOUI, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: AVILA, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: RINCON CERON, cadenaComparar: RINCON, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: CERON, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: TREICA, cadenaComparar: DUMITRU, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ARICA, cadenaComparar: ARICA ALZAMORA, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ALZAMORA, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VALERIA, cadenaComparar: JEREMY ALEJANDRO, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CORTES, cadenaComparar: VALENCIA, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VALERIA, cadenaComparar: JEREMY ALEJANDRO, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M VICTORIA, cadenaComparar: MARIA VICTORIA, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FATIMA, cadenaComparar: RAMEEN, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: RAMEEN, cadenaComparar: FATIMA, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ALDACO, cadenaComparar: ALDAKO, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SARAMDESES, cadenaComparar: SARANDESES, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JOANA, cadenaComparar: JANI, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: STELLA MARIA, cadenaComparar: MARIA STELLA, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SANCHEZ, cadenaComparar: SANCHEZ-ROSELLY, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CULIA?EZ, cadenaComparar: CULIANEZ, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MAMODOU, cadenaComparar: MAMADOU, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: KUHNARENKO, cadenaComparar: KUSHNARENKO, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: OLABARRIA, cadenaComparar: OLAVARRIA, borrarLetraN:  false
13/may/2022 08:13:50 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARTINEZ, cadenaComparar: SOTELO, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MIRYAM, cadenaComparar: MIRYAN, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ---, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: HADLA, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CINTOS, cadenaComparar: CINTO, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BA?OS, cadenaComparar: BAOS, borrarLetraN:  true
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA ANGELES, cadenaComparar: MARIA DE LOS ANGELES, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LOURDES, cadenaComparar: MARIA LOURDES, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BADRADDINE, cadenaComparar: BADREDDINE, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: DAHMAN, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: CHARKAOUI, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ISABEL, cadenaComparar: MARIA ISABEL, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LAEIR, cadenaComparar: LATIR, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: INES, cadenaComparar: HUGO, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: O?ATE, cadenaComparar: OATE, borrarLetraN:  true
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ARACEY ARAMI, cadenaComparar: ARACELY ARAMI, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SCHEVCHUK, cadenaComparar: SHEVCHUK, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BECERRA, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARONA, cadenaComparar: MAROUNA, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ORDOEZ, cadenaComparar: ORDOE, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BOUCHRA, cadenaComparar: BOUCHRA EP JEBARE, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SERROUKM, cadenaComparar: SERROUKH, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BORS, cadenaComparar: BASARAB, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BAGOME, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ORDOE, cadenaComparar: ORDOEZ, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DE HOYO, cadenaComparar: DEL HOYO, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BUTSCHER, cadenaComparar: TELEANU, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MERDEDES, cadenaComparar: MERCEDES, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DESSREE MILAGROS, cadenaComparar: DESSIREE MILAGROS, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BEN M BARECK, cadenaComparar: BEN M'BARECK, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IMAA, cadenaComparar: UMAA, borrarLetraN:  true
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: PANFILII, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: HANA, cadenaComparar: HANNA, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NEYSAN ADONIS, cadenaComparar: NEYZAN ADONIS, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: EL AHWI, cadenaComparar: ELAHOUEL, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IAKI, cadenaComparar: JOSE IGNACIO, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DIAZ, cadenaComparar: DIAZ GARCIA, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GARCIA, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LAKHDER, cadenaComparar: LAKHDAR, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JON, cadenaComparar: ION, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DANIEL JUAN, cadenaComparar: DANIEL JUAN ESTEBAN, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ESTEBAN, cadenaComparar: IRIARTE, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IRIARTE, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: PANFILII, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LENA, cadenaComparar: LENA IRENE, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: WALLGREN, cadenaComparar: VALLGREN, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: DENES, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DESSIREE MILAGROS, cadenaComparar: DESIREE MILAGROS, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCO MANUE, cadenaComparar: FRANCISCO MANUEL, borrarLetraN:  false
13/may/2022 08:13:51 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SALHI, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PETRANKA, cadenaComparar: PETRANKA IVANOVA, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IVANOVA, cadenaComparar: KALAPISHEVA, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: KALAPISHEVA, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: MOURAM, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOELIA, cadenaComparar: NOEL, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: LAGUNA, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M.CARMEN, cadenaComparar: MARIA CARMEN, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: HOVHANNISYAN, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: AZIRA, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: HAIDER ALI, cadenaComparar: HAIDER, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ALI, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: AZIRA, cadenaComparar: AZIRAR, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IZAGUIRRE, cadenaComparar: IZAGIRRE, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LOPEZ-CANIEGO, cadenaComparar: LOPEZ CANIEGO, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DRI, cadenaComparar: DRIS, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ELVIRA DE, cadenaComparar: ELVIRA, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MINGO, cadenaComparar: DE MINGO, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: LAABBAR, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PENDEVA, cadenaComparar: STOYANOVA, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: STOYCHEVA, cadenaComparar: PENDEVA, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BONAL, cadenaComparar: JOSE MANUEL, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JOSE MANUEL, cadenaComparar: MUOZ, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: INMACULADA, cadenaComparar: MARIA INMACULADA, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MUOZ, cadenaComparar: BOAL, borrarLetraN:  true
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SORIANO, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: Mª ANGELES, cadenaComparar: ANGELES, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SIDIBEH, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SIDIBEH, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ELENA, cadenaComparar: ELENA VIORICA, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VIORICA, cadenaComparar: VLAD, borrarLetraN:  false
13/may/2022 08:13:52 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VLAD, cadenaComparar: , borrarLetraN:  false
